chung_wbm_vector18hpi_a	chung_wbm_vector18hpi_b	chung_wbm_vector4dpi_a	chung_wbm_vector4dpi_b	chung_wbm_vector8dpi_a	chung_wbm_vector8dpi_b	chung_wbm_mammal1dpi_a	chung_wbm_mammal1dpi_b	chung_wbm_mammal2dpi_a	chung_wbm_mammal2dpi_b	chung_wbm_mammal3dpi_a	chung_wbm_mammal3dpi_b	chung_wbm_mammal4dpi_a	chung_wbm_mammal4dpi_b	chung_wbm_mammal8dpi_a	chung_wbm_mammal8dpi_b	chung_wbm_mammal20dpi_immaturemale_a	chung_wbm_mammal20dpi_immaturemale_b	chung_wbm_mammal24dpi_immaturefemale_a	chung_wbm_mammal24dpi_immaturefemale_b	chung_wbm_adultmale_a	chung_wbm_adultmale_b	chung_wbm_adultfemale_a	chung_wbm_adultfemale_b	chung_wbm_adultfemale_c	chung_wbm_adultfemale_d	chung_wbm_embryo_a	chung_wbm_embryo_b	chung_wbm_immatureMF_a	chung_wbm_immatureMF_b	chung_wbm_matureMF_a	chung_wbm_matureMF_b
cds556	830.4	691.26	235.71	650.57	4637.55	7701.74	194.77	131.29	61.2	163.71	82.87	111.2	114.12	105.67	179.39	160.12	89.96	43.07	28766.65	175.07	11.5	47.76	17575.18	5.86	9.02	14624.84	14.02	8.48	95.25	87.07	72.98	59.08
cds557	902.77	1039.78	290.42	1889.13	7615.94	7691.54	236.8	135.07	87.38	203.43	133.52	179.28	139.49	167.38	424.4	302.93	126.68	106.13	52997.8	347.49	44.94	59.67	34785.86	6.27	32.99	32207.06	22.4	30.16	142.71	108.15	120	97.11
cds558	2	46.53	159.14	108.09	1448.73	1647.07	287.77	180.31	70.62	152.97	137.5	159.22	155.29	147.11	403.26	315.35	133.19	85.23	23255.56	279.35	11.95	28.51	12467.07	8.19	17.74	14340.7	12.3	17.99	42.68	35.83	19.87	23.22
cds56	189.16	242.56	33	107.58	697.13	1307.14	36.29	15.72	18.17	24.54	27.38	20.78	22.43	34.23	54.69	51.82	19.88	30.06	13063.1	51.61	0	3.4	5164.17	2	5	5703.91	2.68	2	24.1	18.95	14.22	12.75
cds560	55.55	151.75	200.26	481.96	2268.76	2688.8	152.31	118.2	47.29	143.33	81.22	120.79	71.88	103.51	296.61	213.17	112.08	76	29045.22	168.04	21.64	30.43	12991.48	4.91	11.58	18225.47	6.61	17.65	49.26	47.59	43.08	54.88
cds561	620.33	283.08	330.49	1388.01	4107.12	4857.8	189.22	114.64	64.83	114.47	129.66	138.65	135.3	143.25	350.61	299.8	142.54	109.02	44815.18	233.14	21.9	32.15	19554.66	12.71	15.38	25632.55	7.3	17.17	84.83	97.17	79.92	100.58
cds562	201.77	523.88	175.78	501.53	3201.77	3838.5	34.19	15.89	6.69	19.94	123.37	143.87	188.84	120.39	423.32	287.94	255.6	182.78	55151.13	364.75	35.65	55.96	35168.18	13.15	25.72	26515.19	21.72	29.95	29.15	78.14	26.47	75.44
cds563	17.74	379.69	210.7	556.81	2267.52	2694.51	182.87	72.53	53.43	117.44	65.22	112.96	149.15	83.78	286.65	173.59	86.39	61.46	18582.02	148.18	9	14.98	8642.14	4	4	11134.28	3.13	9.69	57.93	23.71	35.6	44.5
cds565	1268.45	2434.02	684.83	2471.03	8069.3	10194.25	238.15	118.1	66.75	170.79	126.23	154.46	132.49	128.78	317.16	272.99	76.89	65.23	26204.68	148.05	18	39.5	17144.75	14	13.9	21082.06	5.5	14.9	120.61	109.69	80.23	64.65
cds566	260.81	253.95	111.79	329.73	1656.22	1486.97	209.64	137.49	54.96	145.31	104.94	136.97	89.42	111.37	245.63	187.22	94.74	83.58	22534.77	138.23	13.76	26.04	13218.98	14.08	16.64	14184.13	4.16	12.34	74.55	43.9	54	45.85
cds567	664.93	1163.63	645.17	1518.61	6066.93	8258.03	682.31	387.44	171.5	444.88	291.17	375.91	380	328.81	796.42	578.57	409.89	329.69	117553.37	591	85.91	157.64	64575.57	29.12	35.12	88564.84	27.67	36.66	243.9	175.55	125.57	172.36
cds568	924.46	516.05	148.47	355.94	2475.19	3766.14	117.99	65.05	38.59	84.45	82.12	94.46	136.2	79.84	180.16	172.73	81.55	38.44	22418.64	112.44	7.45	8	10754.15	5.52	6.23	10847.23	6	11	67.23	59.18	52.3	29.57
cds569	1223.31	1807.81	816.65	2256.87	9845.52	11453.06	356.67	279.2	152.99	303.38	384.7	512.93	411.69	432.72	811.69	731.85	444.3	302.32	128850.85	711.65	86.81	128.79	60701.82	34.13	44.22	79951.73	46.32	72.76	210.79	226.79	193.25	220.87
cds570	0	0	3.4	59.86	10.85	0.35	4.78	1.9	0.93	2.36	1	2.65	3.43	4.71	4.72	4.55	0.5	3.05	372.28	6.53	0	3	410.11	0	0	223.12	0	0.4	1.52	0	2.3	0.89
cds571	0	5.4	0	0	91.26	1.54	4.5	2.71	0.61	1.3	2.15	5.21	4.36	4.41	6.13	5.12	2.33	1.35	383.05	3.44	0	4.2	420.93	0	0	367.79	0	0.8	1.37	1.68	0.66	0
cds574	411.67	345.18	312.34	1118.34	4690.15	5576.98	91.37	55.18	48.13	121.06	65.7	87.33	79.64	88.34	244.36	145.74	59.89	30.79	13978.7	108.76	17.66	34.63	5845.72	8	6.93	10822.86	4	4.74	39.56	43.9	32	39.22
cds575	581.4	515.05	327.05	542.4	5005.03	5722.58	292.44	153.2	86.51	217.65	148.19	199.77	216.47	201.95	492.46	393.06	193.02	137.82	79992.48	434.26	21.38	56.18	38022.52	10	23	41426.51	18.58	26.61	172.38	93.72	98.9	95.45
cds576	634.1	1406.02	519.69	1059.11	3598.44	4490.16	249.52	106.65	102.94	97.92	218.56	216.37	277.72	217.95	531.92	490.69	169.82	123.72	66969.03	254.85	29.09	63.92	32915.91	15.68	12.47	53683.81	12.51	18.73	68.66	107.18	43.04	71.32
cds577	547.17	877.89	353.54	878.26	2605.47	3863.24	255.15	154.29	100	227.68	169.68	227.74	193.75	190.92	464.15	389.97	119.09	123.29	46389.83	292.05	42.72	69.86	27156.89	14.92	28.15	35208.34	10.62	27.46	84.62	93.84	77.29	63.49
cds578	183.89	200.11	95.43	349.17	2010.67	2624.23	285.37	156.13	59.52	187.4	192.52	230.76	109.82	146.69	328.33	270.75	85.24	72.61	17787.92	152.63	15.27	37.15	12364.71	7.22	8.93	9573.71	7.11	17.39	79.62	27.57	29.2	44.41
cds58	1951.23	932.7	634.6	894.11	4302.77	5098.42	272.1	138.93	35	208.65	92.82	106.31	168.05	108.6	318.11	292.44	184.03	112	71601.34	272.33	23.57	18.26	21950.64	10.58	12.51	27220.22	10.51	26.43	197.71	147.8	120.66	149.22
cds580	1294.67	2618.52	900.04	2891.91	11659.05	13737.49	181.54	102.99	120.44	101.98	325.02	341.31	361.18	353.15	713.91	638.92	199.09	175.43	62441.51	374.03	53.41	87.25	31928.21	18.32	29.59	46853.42	11.38	23.66	102.77	128.09	69	74.75
cds582	1635.47	1666.47	543.19	2123.26	7784.88	8903.37	249.3	211.64	116.31	185.08	245.53	323.64	290	246.85	609.19	511.98	228.12	152.34	74236.64	355.48	58.76	80.63	45493.82	23.5	36.72	51855.53	22.15	29.97	162.83	181.29	75.69	225.93
cds583	132.59	138.48	61.19	154.69	865.22	1173.27	21.31	22.58	7	24.64	16.68	22.62	22.95	19.66	60.4	30.88	21.58	10.23	5452.59	21.98	4	2.5	2802.45	1	4.34	4162.07	2	0	9.52	10.86	9.15	11.33
cds584	0	0.85	12.89	12.89	16.03	62.14	0.28	0.09	0	0	0	3	0.97	0	3.51	1.51	2.08	1.28	519.04	2.87	0.53	0	335.78	0	0.14	275.06	0	0	1.07	0.9	0.31	0
cds585	0	0	0	0	1.58	0	0.5	0	0	0	0.81	0	0	0	0.33	1.38	0	0	165.18	0	0	0	179.45	0	0	178.77	0	0	1.46	0.69	0.3	1.06
cds586	1019	760.58	341.5	992.45	2937.22	5680.89	349.63	149.88	76.64	181.42	178.44	182.31	218.3	195.71	448.42	352.75	114.5	50.16	24772.72	240.08	33	58.69	35389.91	28.5	22.24	25597.15	4	10	122.84	89.52	69.66	76.48
cds587	468.94	643.83	159.76	407.46	1676.08	2492.26	185.65	123.7	41.67	168.18	99.14	140.53	78.6	98.9	263.5	205.29	81.59	62.14	18441.36	147.5	12.81	25.6	10602.04	5.55	16.37	10936.16	7	19.02	74.05	48.44	47.31	52.32
cds588	181.81	13.42	182.18	155.19	1171.45	1289.75	77.72	42.44	17.23	50.27	23.32	37.48	37.99	39.99	70.67	69.35	41.42	35.6	11689.03	82.82	4.69	6.09	6255.93	4.14	5	6934.9	8.66	7.2	41.44	13.07	27.98	22.68
cds589	87.89	352.57	209.96	698.37	1565.25	2638.97	172.19	92.57	27.49	135.5	77.73	92.5	69.54	74.55	216.09	174.74	85.06	55.67	21832.23	87.66	19.01	45.92	11415.6	8.98	5	20224.5	4.12	6.55	50.4	28.53	34.25	46.4
cds59	7.9	154.59	78.5	180.37	1967.74	2319.96	42.62	32.9	18.73	73.57	27.01	29.75	33.71	26.79	83.99	36.51	52.97	32.73	14059.46	83.16	17	42.87	9997.23	4.89	6.99	8928.05	1	5	56.43	60.7	47.56	46.2
cds591	487.67	841.53	410.68	741.42	3536.44	5217.94	224.5	121.06	73.41	188.73	108.3	117.22	101.4	122.23	459.87	412.07	224.51	146.35	60428.41	462.74	25.46	30.14	18875.78	10.72	20.46	30186.83	23.29	34.37	120.16	57.25	94.87	57.31
cds592	330.26	16.77	87.09	232.28	964.14	1404.32	85.73	61.7	25.33	77	19.98	33.37	24.43	33.79	94.12	66.02	17.93	11.08	6803.07	36.85	1.84	1.01	2247.19	0	1.93	3121.94	1	3.33	18.22	6.4	6.97	18.21
cds593	458.06	287.98	117.41	351.39	2671.51	3488.57	194.42	78.43	48.09	198.36	51.04	52.18	35.48	56.45	198.93	89.04	19.43	16.01	11213.96	44.85	2.26	1.11	4697.38	0	2.93	4949.73	0	0.64	51.42	12.87	19.14	37.26
cds594	0.67	52.27	2	84.37	217.91	102.37	25.67	10.23	3.87	21.47	9.69	11.8	18	10.65	29.1	21.56	2.23	5.3	4089.44	39.77	1.18	0	2609.87	0.83	0	1573.59	0.78	1.73	6.37	2.21	11.64	8.79
cds595	540.07	110.55	83.84	186.28	828.61	833.54	131.82	59.84	14.33	70.75	43.52	44.86	49.06	45.57	116.63	74.83	23.54	20.05	9549.92	66.62	4.94	5.52	6457.99	3.69	4.84	6861.83	2.35	10.35	57.42	38.68	47.63	32.34
cds596	147.72	1.97	2	91.11	193.75	289.05	27.25	17.44	8.3	16.44	11.39	14.15	7	16	21.52	26.74	9.99	9.57	5019.5	31.9	0	3	2377.65	0	1	2625.21	1.75	1	11.86	10.25	8.45	4.31
cds597	2424.66	3705.62	1212.52	5013.06	16325.39	19707.4	903.2	626.06	210.65	670.96	452.12	578.8	696.6	536.38	1644.93	1158.88	1074.26	746.61	225541.43	1747.34	243.39	333.08	154354.7	129.18	89.59	129149.06	92.45	136.08	469.09	295.16	302.09	423.23
cds598	31.61	189.42	84.68	110.27	1338.47	1933.69	115.54	85.53	33.92	99.56	72.07	84.67	71.71	89.53	294	173.44	83.07	66.68	15192.22	156.16	11.24	6.65	8025.26	2.21	1.81	8392.18	14.24	15.23	43.51	17.95	22.72	33.21
cds600	127.93	232.27	76.63	366.6	1586	1960.79	118.46	79.67	41.11	89.84	123.96	151.76	97.09	127.65	167.31	210.44	72.3	70.73	23637.79	128.57	10.38	34.8	16271.42	0.37	4.71	18268.31	4.12	13.81	42.41	25.99	27.81	34.89
cds601	347.03	841.32	643.46	1974.7	12142.74	12910.79	283.36	203.94	169.39	233.35	449.44	488.26	434.78	382.47	761.82	679.3	280.53	214.45	93716.06	399.67	27.93	83.54	38140.15	19.04	22.77	59263.81	19	16.97	74.91	81.97	63.04	131.94
cds602	177.81	173.36	124.81	197.1	2827.27	3279.5	252.7	119.72	57.09	155.84	205.83	230.86	129.57	178.09	337.97	280.57	97.3	99.63	24721.8	154.79	30.47	33.91	17093.38	9.88	10.79	20373.57	2.5	11.18	45.15	47.68	39.25	41.08
cds603	924.85	1752.93	1017.01	3498.39	36132.52	40017.07	1605.29	878.67	665.7	1541.69	1625.73	1609.48	1058.52	1088.33	1778.63	1760.39	1231.88	1129.49	523144.56	1965.61	495.27	826.8	641251.14	204.94	207.2	637739.97	42	63.43	381.98	495.59	236.31	418.24
cds604	2152.97	3510.37	737.3	2534	10993.51	12767.5	706.26	559.67	174.77	623.01	439.24	513.83	527.01	504.06	1087.2	835.43	404.84	286.54	106303.06	814.85	60.72	98.33	53410.9	32.61	39.69	59949.92	33.77	52.24	307.88	207.31	216.11	226.85
cds605	10.89	130.13	45.69	50.9	503.65	894.13	53.57	40.1	19.28	40.54	29.85	37.66	41.98	39.73	83.82	64.01	70.26	33.83	30516.54	92.58	5.49	14.8	7422.16	1	4.9	11495.9	1.86	8.47	33.93	25.48	24.71	18.43
cds606	237.15	13.22	46.07	89.45	581.82	1572.47	56.8	31.7	12.83	55.41	19.18	23.3	18.23	25.13	52.57	42.77	54.9	32.49	30768.46	95.57	7.95	8.78	7356.64	0.55	6.08	13172.39	6.61	11.67	32.91	18.34	15.81	27.41
cds609	2357.46	2505.37	905.33	2127.57	8451.19	9871.82	470.39	325.58	156.19	299.4	279.49	329.99	347.66	357.36	668.83	486.06	128.37	100.94	45596.12	250.54	36	53.94	35422.69	14	29	44500.18	10	13.72	153.12	148.69	112.24	118.36
cds61	521.88	1192.59	270.3	1676.05	4927.72	5367.84	309.35	188.88	96.39	203.32	134.38	166.57	171.09	157.77	396.31	263.79	132.62	100.16	56043.46	306.09	25.46	43.26	22645.66	7.63	17.62	28359.48	11.03	27.72	103.05	64.84	68.84	69.51
cds610	941.44	1535.65	419.04	1823.69	10142.52	10934.64	747.94	418.62	182.68	480.75	350.5	396.36	497.97	412.77	911.69	669.36	169.21	68.79	42707.59	423.88	33.25	70.64	29145.75	22.86	27.38	27106.18	19.8	25.66	153.9	119.17	102.27	113.91
cds611	812.39	494.56	133.5	621.11	2967.12	4289.55	188.6	112.35	68.21	109.99	59.83	91.42	87.57	113.46	190.2	150.43	44.34	21.56	11671.05	104.83	8.65	10.41	5913.93	2.28	12.62	5426.8	4.55	5.59	42.66	39.51	20.05	37.78
cds612	294.58	1025.88	396.43	1589.93	7468.2	9360.36	427.9	288.89	128.38	407.6	177.61	254.79	252.3	255.41	464.31	356.37	131.18	88.08	48904.53	367.9	34.69	105.85	27097.06	16.86	41.01	27002.63	10.32	48.36	136.52	118.74	55.08	93.51
cds613	221.96	489.36	350.16	1361.35	7507.86	7646.11	595.1	537.58	202.57	636.91	330.23	357.12	330.96	396.89	867.88	675.19	172.86	135.91	48966.1	606.06	80.66	92.32	24554.35	19.17	29.17	39417.01	18.42	54.39	150.7	131.84	77.7	143.9
cds615	817.68	501.47	333.96	1454.1	4103	4772.32	140.23	98.58	90.41	163.02	119.88	149.63	169.05	123.13	283.67	230.56	160.45	86.4	39406.72	399.37	21.7	57.23	32034.63	14.74	23.18	23457.61	7.98	35.43	76.42	67.24	59.7	53.38
cds616	1.47	4.23	0.84	132.75	214.59	482.69	46.62	31.23	6.33	34.39	12.64	13.65	10.15	10.11	34.29	26.19	6.21	5	1562.68	10.39	0	0.38	851.46	0.48	1	714.69	0	0	8.43	2.24	1.68	3.88
cds617	7.16	70.18	99.14	336.79	1267.92	2342.77	94.25	49.35	25.9	83.7	48.54	56.57	64.39	50.28	123.25	91.74	41.88	21.12	7013.98	104.22	5.55	4.84	4199.62	1.84	5	4152.95	8	7.02	27.66	9.86	17.25	10.57
cds618	8.01	331.94	104.18	343.82	1022.78	1273.08	82.72	55.8	33.81	72.55	31.49	47.35	56.69	44.13	129.11	71.64	51.54	38.55	14650.57	82.2	4.28	8.2	5380.89	1.45	8.42	6062.87	2.95	9.39	25.44	20.05	21.22	14.43
cds619	5.57	70.65	114.17	166.17	1380.74	1679.21	105.36	73.06	23.36	55.82	32.39	36.7	38.23	47.18	94.33	56.38	37.85	31.16	10231.12	47.42	4.5	5.91	5282.79	2	2	6187.08	4.83	4.62	55.83	28.01	52.36	24.11
cds62	10.38	165.51	76.38	156.45	726.51	1325.67	111.88	61.52	41.22	64.05	34.67	40.15	33.22	41.24	125.17	72.2	22.05	21.52	6080.08	44.19	11	28.11	3888.01	5	9.31	3566.09	0	3.5	28	18.53	13.32	18.41
cds620	276.21	125.55	31.78	153.56	615.02	810.42	40.69	32.73	10.18	43.03	13.68	21.98	24.87	19.63	36.23	39.6	22.89	20.06	8024.8	45.33	3	4	3803.5	1	0	3445.32	2	4.29	17.56	9.26	15.32	13.74
cds621	2.81	25.52	1	76.94	354.57	329.13	111.6	75.51	11.9	68.03	51.14	52.52	27.13	41.17	126.1	93.89	33.69	20.3	3047.33	36.65	1.71	7.84	1783.01	1	2	1860.54	4.19	5.28	12.89	6.92	11.27	18.01
cds623	0	0	0.85	3.82	16.51	84.18	12.12	3.44	0.28	0.58	2.81	5.19	5.01	6.79	14.58	6.89	11.1	3.54	532.17	3.78	0	4	375.05	0	0	690.25	0	0	3.18	1.3	1.84	2.19
cds625	1077.42	1869.24	624.74	1937.14	7186.08	12244.67	473.47	301.94	164.6	325.07	281.86	396.19	305.72	329.71	619.5	482.01	211.51	180.02	79194.42	382.28	57.18	90.76	38975.92	24	34.46	56042.47	21.5	43	171.25	142.63	152.96	98.01
cds626	0	0	0	0	0	0	2.07	1.47	0	1.98	0.66	1	0	0	2.3	0	2	0.42	45.14	1.12	0	0	51.7	0.13	0	38.99	0	0	0	1.93	0	1.07
cds627	0	0	0	0	11.54	0	0.92	0	0	1.56	0.46	2	1	0.67	0	0	0	1.05	113.91	0.21	0	0	223.95	0	0	121.89	0	0	0.3	0.66	0	0
cds628	0	17.18	0	0	47.07	0.95	7.39	1.97	0.78	1.16	0.88	5.87	5.18	3.59	5.59	6.13	4.3	3.67	390.7	3.51	1.33	0.61	636.73	0	0	628.04	0	0	4.08	4.91	0.2	0.68
cds630	188.68	580.63	114.62	778.1	1710.46	2715.28	221.08	138.05	60.03	158.47	132.6	171.23	150.16	127.19	311.64	259.57	127.33	82.61	15835.72	107.53	24.94	60.21	6219.85	8.2	10.24	9684.61	9	17.93	95.09	49.89	66.06	39.4
cds632	4	107.44	62.56	263.33	453.95	1096.89	69.15	47.13	14.61	44.67	27.69	49.03	38.63	36.76	94.8	70.29	25.95	10.37	8111.39	53.12	3	9.64	3994.52	4.29	1	4333.26	2	5.76	20.39	8.84	13.94	18.31
cds633	1514.51	1305.92	570.98	2431.31	9873.46	13028.98	340.82	240.02	155.32	222.25	335.77	344.01	430.37	419.67	819.31	650.94	257.18	159.39	52054.9	338.77	59.49	95.99	32435.05	25.96	38.94	40986.35	18.66	31.74	85.46	125.5	71.07	74.36
cds634	1923.05	1748.08	1115.35	3235.7	12136.54	15722.67	273.04	151.32	137.42	130.63	327.93	315.99	503.53	380.54	889.6	692.4	183.87	158.16	72253.37	237.14	28.03	65.74	40849.6	16.79	13.91	43968.7	18.36	26.38	79.65	104.02	46.91	86.15
cds637	0	0	0	0	8.62	48.84	0.47	2.21	0	5.29	2.02	0.66	1.06	2.21	4.56	1.7	0	1.41	559.92	7.7	0	0	313.92	0	0	279.2	0	0.85	2.24	1.34	1.16	0
cds639	0.28	0	2.39	0	7.54	9.85	0.64	0	0	0	2.12	1.61	1	1	3.42	2.99	1.14	1.79	411.8	0.84	0	1.89	326.18	0	0	428.83	0	0	0.71	0.04	3.88	0
cds640	0	0	5.47	0	5.63	5.79	3.8	1.26	0.18	2.15	0.01	0	5.58	2.37	5.71	3.35	2.46	2.12	728.74	5.99	0	0.02	418.51	0.68	0	368.8	0	0	0.99	0.34	1.07	0.49
cds642	793.92	1324.24	916.69	2020.65	10772.44	14443.9	666.17	436.3	231.8	605.77	530.89	583.2	569.6	522.7	1104.64	865	491.47	352.31	150234.15	785.35	66.63	116.5	68362.1	25.03	54.82	84417.03	42.34	75.81	204.95	256.69	151.26	189.94
cds644	3480.01	4704.54	1738.49	5868.38	22060.72	30790.19	2123.2	1560.77	488.57	1164.68	1152.02	1100.39	1581.4	1313.12	2798.2	2083.01	655.16	545.66	232748.16	863.46	206.56	420.92	150709.18	57.1	88	231856.12	16.85	34.51	630.07	609.7	298.95	618.83
cds645	11.95	307.95	192.29	489.72	1512.4	2342.63	169.96	94.34	30.28	134.65	93.71	80.39	137.21	87.12	363.9	241.45	72.1	42.01	18877.65	171.92	7.39	14.51	5288.3	4.65	7.61	7329.07	5.91	6	57.38	33.56	43.25	47.59
cds646	8	227.64	93.45	249	993.95	1789.3	87.84	42.09	26.18	61.54	48.62	61.99	50.05	40.67	153.42	116.05	26.95	21.13	7936.43	47.57	8	23.31	8386.87	3.34	7	5453.58	4	6	34.84	16.14	21.93	27.32
cds647	252	617.96	140.15	381.37	2439.03	2529.4	117.07	64.3	45.19	86.72	71.93	98.95	138.63	103.98	163.02	142.8	111.74	91.08	66924.4	143.6	18.53	44.5	25391.23	9.91	6	35310.76	7.76	7.24	46.54	31.24	47.35	16.15
cds648	126.9	798.96	313.45	1193.88	4285.49	4677.4	307.78	181.95	84.16	214.16	139.22	164.26	146.22	156.5	325.89	282.08	165.63	104.62	76986.77	199.31	16.2	33.28	23793.86	3	13.91	38447	9.37	21.82	105.27	48.48	62.47	53.28
cds649	61.56	601.91	192.81	451.47	2395.87	2886.51	176.33	125.79	67.6	193.99	151.14	191.32	113.82	105.42	212.77	156.69	91.61	91.74	47453.93	206.95	9.96	27.45	27167.55	10.78	9.03	27459.29	7.07	10.81	61	39.59	34.61	31.69
cds650	360.4	171.86	132.23	177.45	1614.75	2815.86	211.83	146.37	80.58	163.96	139.78	136.68	76	102.67	180.77	149.64	58.72	70.72	20711.29	100.94	5	14.75	9524.29	6.22	4.43	15595.81	5.69	6.6	34.55	20.18	25.13	17.59
cds652	125.89	96.74	58.57	243.2	1049	1760.26	107.08	56.74	31.37	60.58	63.47	49.16	51.58	65.97	153.88	113.12	36.56	27.89	7471.62	90	1	7.82	4523.43	0	1.92	5457.92	5.34	5	12.56	13.62	4.29	12.29
cds653	207.6	189.77	97.09	359.26	911	1282.26	118.62	91.22	26.03	89.57	52.8	59.34	43.07	62.4	115.8	117.08	16.68	14.42	5915.84	44.75	2.21	3.4	3715.94	3.82	2.55	2553.83	1.31	3.04	30.2	27.58	16.91	23.85
cds654	2342.44	3434.06	725.11	3575.32	10463.1	16697.5	437.46	363.24	149.78	347.92	410.44	428.84	521.8	407.08	956.4	730.91	209.11	154.33	98632.27	431.86	51.97	81.56	59774.37	28.89	28.97	67859.69	13.27	23.04	198.48	221.98	154.83	154.02
cds655	2122.97	2686.34	1081.11	4323.32	15168.57	20927.19	527.17	355.04	184.83	377.53	469.95	499.47	627.63	485.13	1104.24	944.91	388.88	363.24	196165.64	595.14	76.33	97.01	101375.29	45.16	35.83	122790.41	38.49	63.23	267.13	291.53	183.2	210.04
cds659	2568.64	3365.04	1107.14	3725.79	14846.54	15969.23	1108.61	689.94	422.51	748.73	594	613.2	639.71	757.71	1459.79	1111.59	253.01	215.41	68508.66	739.22	81.64	151.45	46134.24	31	51.9	49782.62	19.93	53.53	220.48	204.35	115.56	223.74
cds66	171.5	151.58	7.64	60.42	243.53	498.36	41.23	43.66	13.17	25.12	13.7	15.64	9.92	21.73	63.93	34.24	12.42	4.87	2288.67	27.06	3	7	1855.18	0	1.64	932.13	0	0	9.34	4.63	9.3	5.84
cds660	1823.38	4216.25	995.51	3907.43	17070.61	21777.15	455.91	312.1	300.5	290	652.76	684.35	742.86	762.24	1562.42	1233.99	355.82	278.7	161801.37	685.76	82.01	179.37	81260.32	23.98	68.2	105173.05	37.52	77.87	188.21	302.42	142.6	222.77
cds661	678.99	1514.07	511.39	1389.89	7866.18	8739.17	513.36	314.44	169.19	429.97	279.27	283.66	399.24	294.3	868.98	522.01	325.5	242.54	87060.53	360.92	65.36	111.38	42394.39	16.53	28.94	61815.23	18.02	50.08	205.26	159.18	140.07	167.63
cds662	485.64	190.51	113.17	331.4	1090.45	1755.18	96.21	73.9	25.27	94.75	57.73	56.08	61.87	53.73	172.01	92.93	35.25	12.65	7974.79	71.32	9.85	9.61	5350.81	2.55	1.5	4747.93	5.04	4	37.26	23.43	21.01	22.92
cds663	161.49	155.99	197.2	218.71	1884.53	2074.36	128.59	88.88	42.39	84.85	57.65	86.2	46.93	67.1	157.35	101.03	36.16	12.55	6999.72	95.09	8.84	31.76	4588.29	2	12.93	7467.26	5	12	37.98	25.11	20.84	26.53
cds664	373.3	259.34	111.24	785.94	2150.97	3433.54	79.16	38.56	27.55	86.34	62.28	51.42	99.81	64.97	155.02	109.12	80.16	48.93	31926.99	143.11	9.42	42.85	12469.07	11	11.4	15777.72	4	21.57	23.78	34.78	25.2	38.35
cds666	163.51	115.6	37.37	224.65	697.93	930.91	45.36	21.31	7.12	29.54	17.2	19.95	13.18	24.85	60.16	35.58	35.66	5.95	4626.95	49.87	5	6.49	2087.33	2	6.15	3299.37	2.22	4.83	12.09	10.5	7.6	14.17
cds667	22.23	1009.36	196.77	565.46	3259.23	2936.33	104.15	58.1	29.46	71.84	46.02	49.63	77.54	40.93	143.5	119.43	49.98	28.13	18974.91	74.01	9	12.5	9507.97	6.95	4	8528.92	4	6.99	44.37	42.67	42.85	29.8
cds668	9.12	121.31	11	390.17	1131.69	1044.62	57.65	22.6	19.49	72.64	25.35	39.45	36.05	42.84	86.56	66.24	47.12	41.75	12817.3	102.85	8.07	12.79	4139.2	0	6.5	5726.15	6.89	11	34.29	8.47	22.25	16.95
cds67	108.13	162.22	150.86	393.66	1051.22	1413.13	75.66	43.93	25.04	78.58	40.67	29.73	35.83	36.12	90.83	67.26	49.09	21.08	13182.5	102.6	12.66	11.46	7326.62	4	7.47	7971.87	11.95	11.44	20.21	20.93	17.73	12.56
cds675	508.47	1472.45	488.1	1221.28	3944.42	4443.56	107.61	73.81	23.02	125.7	99.37	120.62	92.73	103.17	249.61	187	145.98	98.73	45547.02	238.87	16.89	48.76	18358.23	7	20.16	22957.9	22	11	110.59	83.9	105	59.3
cds676	564.51	187.12	151.27	843.37	1403.59	2311.17	78.66	41.19	26.84	102.47	35.08	55.65	73.67	54.78	101.3	92.73	79.92	54.02	24633.61	86.23	9.92	14.5	9509.07	6	4	11558.75	2	6.14	52.11	41.1	63.78	29.97
cds678	779.98	2592.59	1110.8	2797.68	12250.1	13525.69	434.39	395.67	149.02	374.4	336.72	348.2	349.62	390.97	826.04	612.71	116.71	95.49	66807.97	333.63	31.69	54.2	33750.83	13.5	23.5	35544.43	11.19	35.94	190.69	147.02	137.58	138.22
cds679	1480.86	2119.91	823.52	2721.85	10152.88	12594.06	307.26	187.6	145.76	205.88	283.84	357.11	304.01	339.23	664.14	578.68	208.53	148.08	88263.18	455.15	31.89	74.7	39840.11	14	28	47632	18.21	43.62	147.11	195.71	115	147.86
cds68	408.77	697.61	249.9	421.15	3633.14	3852.79	239.62	111.9	62.74	158.91	105.58	130.82	111.94	97.57	333.05	234.27	141.86	97.25	26755.78	241.16	12.34	44.54	22500.24	9.5	12.74	18540.71	15.05	19.56	94.05	53.83	49.63	41.35
cds680	1167.9	1148.39	355.23	1701.96	4212.31	4402.32	241.18	152.69	82.95	233.47	167.81	180.58	180.3	183.8	471.94	379.84	129.27	103.26	39156.98	336.8	66.26	83.25	23689.18	14.24	19	23084.7	10.75	20.59	94.56	92.04	89.99	79.14
cds681	2078.13	2662.12	1031.21	3573.06	14062.47	15158.95	209.02	172.66	106.2	183.75	263.79	285.09	393.89	333.7	823.09	610.86	251.92	203.53	147366.59	415.36	45.38	63.54	64580.45	16.61	28.31	67156.57	23.96	71.59	189.68	269.54	159.39	208.85
