gutzwiller_wmel_embryo0to2hr_a	gutzwiller_wmel_embryo0to2hr_b	gutzwiller_wmel_embryo2to4hr_a	gutzwiller_wmel_embryo2to4hr_b	gutzwiller_wmel_embryo10to12hr_a	gutzwiller_wmel_embryo10to12hr_b	gutzwiller_wmel_embryo12to14hr_a	gutzwiller_wmel_embryo12to14hr_b	gutzwiller_wmel_embryo18to20hr_a	gutzwiller_wmel_embryo18to20hr_b	gutzwiller_wmel_embryo22to24hr_a	gutzwiller_wmel_embryo22to24hr_b	gutzwiller_wmel_L1_a	gutzwiller_wmel_L1_b	gutzwiller_wmel_L2_a	gutzwiller_wmel_L2_b	gutzwiller_wmel_L3_12hrpostmolt_a	gutzwiller_wmel_L3_12hrpostmolt_b	gutzwiller_wmel_L3_darkbluegutPS_1to2_a	gutzwiller_wmel_L3_darkbluegutPS_1to2_b	gutzwiller_wmel_L3_lightbluegutPS_3to6_a	gutzwiller_wmel_L3_lightbluegutPS_3to6_b	gutzwiller_wmel_L3_cleargutPS_7to9_a	gutzwiller_wmel_L3_cleargutPS_7to9_b	gutzwiller_wmel_WPP_a	gutzwiller_wmel_WPP_b	gutzwiller_wmel_pupae_12hrpostWPP_a	gutzwiller_wmel_pupae_12hrpostWPP_b	gutzwiller_wmel_pupae_24hrpostWPP_a	gutzwiller_wmel_pupae_24hrpostWPP_b	gutzwiller_wmel_pupae_2dayspostWPP_a	gutzwiller_wmel_pupae_2dayspostWPP_b	gutzwiller_wmel_pupae_3dayspostWPP_a	gutzwiller_wmel_pupae_3dayspostWPP_b	gutzwiller_wmel_pupae_4dayspostWPP_a	gutzwiller_wmel_pupae_4dayspostWPP_b	gutzwiller_wmel_adultfemale_1dayposteclosion_a	gutzwiller_wmel_adultfemale_1dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_a	gutzwiller_wmel_adultfemale_5dayposteclosion_b	gutzwiller_wmel_adultfemale_5dayposteclosion_c	gutzwiller_wmel_adultfemale_5dayposteclosion_d	gutzwiller_wmel_adultfemale_5dayposteclosion_f	gutzwiller_wmel_adultfemale_30dayposteclosion_a	gutzwiller_wmel_adultfemale_30dayposteclosion_b	gutzwiller_wmel_adultmale_1dayposteclosion_a	gutzwiller_wmel_adultmale_1dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_a	gutzwiller_wmel_adultmale_5dayposteclosion_b	gutzwiller_wmel_adultmale_5dayposteclosion_c	gutzwiller_wmel_adultmale_5dayposteclosion_d	gutzwiller_wmel_adultmale_5dayposteclosion_i	gutzwiller_wmel_adultmale_5dayposteclosion_j	gutzwiller_wmel_adultmale_30dayposteclosion_a	gutzwiller_wmel_adultmale_30dayposteclosion_b
cds539	1.71	1.98	4	0	3.5	0	3.19	0.91	4.33	0	2	0.09	3	3.47	1	0.89	0.75	0	1.29	2.5	3.24	0.09	1.71	1.58	2.91	2.01	2.4	1.97	2.5	0.08	1.5	0	2.75	0	0.66	0	2	1.45	8.44	1	1.05	2.79	1.85	9.03	9.43	6.52	4.46	5.87	2.39	5.2	6.33	0.4	0.07	5.45	13.55
cds54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0	0	1	0.28	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.01	0.08	0.13	0	0	0.5	0.15	0	0.25	0	0	0	1	0.13
cds540	4.05	4.48	3	3	4.16	7	2.41	1.1	10.93	3	7	2	4	7.22	2	1	1	1	4	5	9.42	3.5	10.25	2	8	8.37	2.69	4.52	3	1	3	2	7.31	1	5.5	4	12	4.68	9.43	4	5.43	8.92	7.86	11.99	8.81	14.04	5.16	5.57	4.6	13.83	11.08	1	3	16.49	19.65
cds541	0.34	0.5	0	0.55	0.51	1.44	0.6	1.14	0.69	0	0	0	0	0.63	0	0.32	0	0	0	0	0	0.95	0	0	0	0.52	0	0.84	0	0	0.72	0	0	0	0.02	0.14	0.46	0.29	0.22	0	0	0.96	0.12	0.61	0.76	0	0	0.21	1.25	1.5	0	0	0.18	0.97	3.57
cds542	0.45	0	3	2.37	1.31	0.97	3.36	0.71	1.28	7.25	11	0	8	18.13	1	2.65	0.5	0	5	1	1	11.97	6.5	6	6.5	3.09	4	4	1.5	1.47	6.24	10	11.96	3.31	5.94	9.24	7.51	4.7	12.52	3.11	2	14.7	7	14.33	3.88	17	7.5	23.62	3.64	15.41	15.25	2	2.94	17.42	15.15
cds543	2.71	0	8.5	0	7.5	1	9	2	8	6.72	10	1	7	2	1	2	0	0	5	4	6.89	3	11	3	15.5	8.5	6	3	2	5.48	7.5	1	8.48	3.61	5.02	2.98	8.41	8.53	11.8	4.81	6.5	14.34	12.5	24.27	14.06	11.53	5	21.98	3	13.42	14.71	5	6.24	24.79	18.24
cds544	3	2	3.95	0	0	3	0	0	4	3	3	0	4.69	1.17	1	0	0	0.38	2	0.5	1.22	3	4.98	5.87	4	3.68	4.5	3	5	1	3	3	3.5	0	2.38	2	5.01	3.51	4.2	1	1	2	1	10.56	4.61	4.93	4.06	8	1	8.16	2	3	1	12.43	13.71
cds545	9	5.79	10.4	7	14.5	4.27	2	2	17.95	12	14.11	1	6.83	9.2	3	6	3	2.87	8.97	7.47	16.69	12.29	13.61	6.74	24.08	13.67	13.32	5.7	4.61	6	8.48	6.96	16	7.4	2	10.58	39.49	7.95	16.75	2	8.63	14.27	13.44	28.98	24.69	21	10.72	36.03	4	20.53	9.57	11.5	4	31.49	37.12
cds547	1	0.69	0.87	1	5.71	1.02	7.53	0	0.35	3.1	2.57	0	0.62	0.93	2.91	0.78	0	0	2.26	0	3.53	2.5	7.49	1	5.07	0	2	0.93	3.19	1.78	3.32	2.78	2.05	1.79	2	1.76	3.45	6.19	2.62	0.87	0.93	3.1	5.39	3.63	8.47	4.03	0.87	7.35	1.12	7.6	1.38	1.44	1.74	6.35	9.77
cds55	0	0	1.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0.5	0	0	0	0	0.8	0	0	0	0	0	0	0.37	0	0	0	0.22	0	0.41	0	0	0	1.48	0.34	0	0	0	0.23	0	0.36	0	0	0.62	1	0
cds551	6.99	5	2.11	1.99	4	0	1.04	1	1.97	6.81	4	2.5	2.06	1	1	1	0	0	4.5	4.78	11.85	2	15.46	4.87	7.54	8.97	7	3	9.41	3.54	6.56	5.77	19.62	7.89	8.64	7.87	14.41	10.23	23.54	5.88	4.22	10.17	19.02	39.3	16.21	14.12	9.51	30.09	11.54	31.46	11.36	15.65	5.94	45.23	50.65
cds552	0	0	1	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0.66	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	1.2	0	0	1	0.76	0	0.03	0.27	0	0.31	1	1.63	1	1	1
cds553	14.38	7.13	5.88	9.5	24.18	16.32	13.84	8.37	15.99	20.89	11.39	0.96	7.03	13.81	7.07	3.68	7.48	4.38	6.55	7.41	16.82	11.43	21.32	10.08	34.04	17.03	12.71	10.59	12.29	7.17	13.28	5.8	24.45	8.06	21.28	14.6	31.68	12.52	29.84	13.59	14.61	14.84	26.88	44.79	37.98	30.68	15.38	75.47	19.15	46.8	24.42	12.52	14.24	58.69	60.94
cds554	2.94	3.14	8.5	2.88	9.84	7.5	7.85	2.38	4.57	10.92	11.02	1.72	9.52	5	1	3.42	2	3.63	11.44	1.77	9.42	7	16.5	5.95	23.59	9.7	14.73	6.16	7.53	4	4.19	8.41	17.29	7.36	12.45	8	23.52	19.34	17.58	11.54	12	13.87	23.55	35	24.46	14.17	8.61	56.31	10.24	37.25	19.72	9.72	10	57.98	40.16
cds555	1.08	0.71	0.44	0	3.08	0.28	3.11	3.28	1.07	2.12	1.79	0	2.1	1	0	1	0	1.26	2.6	0.5	1	1	6.19	2.01	2.71	1.27	2.19	0.19	2.92	0	2.75	2	2.61	0.55	1.04	1	6.13	1.42	3.22	0	1	4.62	1.2	1.92	5.5	1.57	2.03	5.13	0.96	7.97	3.24	3.24	0	4.44	7.82
cds556	9.39	10.41	14.54	2.8	14.28	15.96	15.36	2.66	15.38	10.22	9.1	1	8.36	5.08	4.44	3.35	4.03	3.2	8.7	6.6	16.01	13.11	11.89	2.97	21.46	12.36	9.05	4.86	6	3	1.51	1.12	16.01	7.18	12.53	5.75	29.4	14.21	26.79	10.17	12.78	14.06	11.49	25.04	40.25	18.85	13.86	45.31	14.61	24.21	15.37	3.82	7	34.6	38.88
cds557	10	6.82	14.43	2.15	27.85	17.09	21.75	4	15.94	16.76	21.34	2	11.63	12.39	4.55	9.6	5.98	12.77	14.86	9.36	24.74	13.49	25.83	9.44	19.98	23.36	21.35	9	12.63	2.5	17.91	9.42	31.01	9.59	17.84	16.08	34.96	18.51	36.44	14.88	13.11	32.32	30.47	50.76	36.49	35.97	23.46	69.14	16.91	63.4	42.57	12.34	7.55	40.94	64.3
cds558	1.18	0.36	1.02	5	2.22	0.66	1.86	0	1.96	1.63	2.65	0	0.81	1	0	0	1.83	0	1.26	0.57	0.23	6.69	2.56	1	3.68	0	1.71	1.49	0.35	1.27	0	1.42	0.78	0.3	2.92	1.08	1.49	1.76	2.64	1.91	0	2.99	6.7	8.63	2.75	2.59	1.12	7.55	0.8	8.09	5.05	2.2	1.43	5.59	12.15
cds559	56.23	47.42	55.56	30.89	106.64	59.25	69.44	11.89	97.92	63.19	111.81	5.05	78.8	65.98	37.66	34.03	51.57	31.18	89.88	55.55	116.24	65.59	147.04	47.19	94.95	85.8	127.72	76.42	78.95	37.98	83.28	51.73	156.44	57.7	93.81	63.76	168.32	102.58	185.81	87.59	83.65	137.12	194.91	351.99	248.01	169.43	107.71	360.38	143.12	368.24	230.09	91.42	88.39	460.85	379.94
cds56	68.26	37.64	83.52	25.65	117.05	58.26	92.5	13.96	125.12	90.52	131.38	8	98.3	95.1	55.96	41.17	30.61	34.47	86.89	65.33	109.04	53.83	118.06	57.93	88.73	52.82	84.22	52.76	75.01	40.41	65.05	29.93	102.88	36.97	61.16	64.65	149.4	83.38	126.12	99.54	85.61	177.39	123.48	213.96	186.11	130.14	86.5	251.98	120.95	223.75	183.32	92.51	97.72	250.31	260.45
cds560	43.3	31.78	43.67	17.78	60.92	22.79	39.25	10.45	50.94	40.75	69.02	4.47	60.29	29.42	21.53	21.81	20.84	12.12	56	37.96	66.87	23.57	83.03	29.7	73.02	44.29	63.06	32.52	41.1	15.24	44.68	24.31	77.07	29.19	55.97	44.84	108.24	56.74	100.52	51.5	51.74	54.66	95.47	184.7	118.45	109.13	46.56	205.73	73.82	162.77	127.68	40.74	44.81	229.59	217.61
cds562	1.51	4.83	3	3	12.74	7	9.08	1	4.61	3.31	6.97	1	4.23	3.12	0	1	1.2	2.43	5.59	3.9	3.43	5	8.5	4	10.62	6.17	8.62	1.72	5	4.04	3.46	3.3	7.6	4.26	7.83	5.21	13.72	4.74	10.61	4.1	4.69	7	10.36	31.7	18.4	7.69	6.6	23.12	13.04	18.92	17.72	6.95	4.13	20.53	27.38
cds563	1.91	3	0.88	1.58	2.85	4	3.33	0	2.18	3.34	2.54	0	0	2.55	1	0.09	1.29	0	3.31	0	0.5	2.9	6.36	1.65	2.13	1	1.45	1	1.28	0	2.06	0.32	4.39	1.85	1.65	2.59	2.37	1.74	3.19	2.38	1.52	1.73	3.5	5.1	2.87	1.16	1.91	13.06	0.01	4.78	2.22	1	0	10.42	5.82
cds564	2	2.5	3.95	0	4.66	3	4.85	2	5.62	2.75	13.07	0	4.6	4.15	2	3.77	2	1	6.92	2	5.5	6.2	4.16	3	11.25	3.5	4.32	2.65	7.87	1	2.5	1.57	2.79	4.75	7.95	3.75	7.09	2.99	2.55	2.92	4	4.12	3.75	8.08	9.53	5.46	3.71	19.64	12.81	12	9.8	2.88	5.5	18.24	16.18
cds565	1.6	2.95	1.22	0.29	2.58	1.68	2.63	0.79	2.23	2.07	5.37	0.84	0.8	3.36	0	1.77	0.28	2.71	0.2	1.44	1.95	0.95	4.38	3.73	6.77	3.36	3.06	1.81	0.79	0	0.83	1.21	1.92	1.31	3.86	1.3	3.53	6.46	8.28	1.26	2.13	5.53	3.26	4.28	3.89	3.87	3.21	5.82	1.34	6.88	3.12	0.53	1.13	4.12	7.56
cds568	5.62	2.19	3.91	1.55	10.45	7.97	9.68	2.32	6.3	8.43	6.17	2.3	4.04	3.55	2.21	2.97	2.64	1.38	7.7	6.34	10.67	9.68	10.28	3.74	7.26	6.45	7.17	7.58	5.23	2.15	1.89	1.9	10.29	3.22	5.25	4.48	10.7	6.43	12.33	5.72	8.24	17.3	7.88	20.82	14.18	11.51	7.51	24.37	7.89	17.95	13.76	4.58	4.78	20.52	22.08
cds569	4	1	2.68	1	6.02	2	4	0	5.97	8.5	12	2	7	5.99	0	5	2	1	4.53	5	4	4	18.94	6.5	12	6.5	7	7.77	11.5	2.5	12	2	8	6.4	16.5	6	14	9.5	18.5	11	10.3	6.52	12	24.07	13.36	18.2	13.27	34.3	7.41	26.03	19.63	13.99	10.9	29.47	28.58
cds57	180.71	151	179.87	84.88	334.21	197.17	206.37	47.69	280.16	228.53	304.17	28.19	306.22	215.64	81.36	76.46	85.47	74.76	238.32	182.5	314.64	240.33	531.13	160.08	387	251.31	377.87	227.29	256.95	115.49	225.35	147.6	414.95	169.55	245.23	222.03	530.85	355.33	532.47	303.27	309.38	458.29	509.86	861.54	659.21	561.19	375.21	950.52	354.81	867.19	574.56	270.6	292.45	905.52	809.43
cds570	127.13	85.54	149.5	57.88	287.95	182.79	164.17	45.57	200.84	219.35	220.55	14.9	149.19	148.12	76.14	70.71	83.11	69.46	120.47	93.07	161.26	117.72	256.95	72.23	164.55	114.01	181.05	108.14	135.23	46.79	109.81	50.8	204.89	89.93	110.29	97.08	274.94	140.91	255.44	114.24	98.59	180.62	199.69	406.48	305.43	259.96	133.64	399.5	155.26	336	262.56	90.64	100.37	354.99	354.73
cds571	35.03	21.83	44.64	21.23	40.64	39.02	31.54	15.67	59.22	45.61	48.67	3.69	53	34.13	11.34	5.08	5.93	4.61	35.29	26.07	50.21	45.28	79.8	18.44	55.55	25.89	54.27	34.93	29.03	11.08	30.87	12.72	64.98	21.08	37.15	26.81	71.78	39.66	79.86	39.09	39.89	62.43	76.39	120.13	92.8	103.8	43.13	132.78	49.62	128.55	80.13	37.4	28.82	125.01	131.49
cds572	445.47	277.74	454.01	206.63	566.9	452.07	459.78	148.97	655.46	584.93	689.17	65.83	542.53	458.25	251.73	192.53	349.5	190.52	583.12	356.3	676.66	394.01	1053.12	298.18	788.86	458.22	683.25	341.54	517.06	225.17	455.2	238.06	902.11	304.92	446.2	407.23	1212.5	614.82	1046.94	478.91	443.39	767.76	888.76	1627.83	1065.35	1049.44	609.38	2081.12	627.09	1602.5	952.47	407.71	411.89	1730.3	1565.84
cds573	415.37	331.81	450.78	201.91	779	591.49	532.21	155.18	746.22	635.06	831.93	104.82	612.42	580.64	330.12	225.72	251.02	193.65	629.62	447.07	747.58	470.63	1085.81	335.84	820.82	533.1	824.51	469.25	512.93	243.51	521.8	340.73	909.72	363.57	530.19	513.61	1427.27	807.36	1193.99	679.21	628.65	1088.29	1257.53	2067.15	1752.16	1407.68	830.91	2575.62	858.98	2220.13	1415.47	603.25	612.31	2312.35	2331.38
cds574	273.08	209.64	248.94	119.15	488.73	452.95	340.7	177.61	483.07	455.07	574.65	67.14	382.07	350.72	183.36	155.84	216.82	139.86	374.53	279.18	478.32	331	693.01	187.05	512.54	344.06	561.85	310.84	320.89	141.07	314.82	184.27	630.13	230.71	349.5	366.01	834.86	444.58	801.98	388.44	360.81	633.73	736.04	1313.37	958.74	836.19	489.38	1653.24	441.14	1215.92	818.95	342.98	336.72	1241.22	1201.87
cds575	151.91	127.86	114.52	41.94	248.36	179.57	149.27	66.93	230.65	215.07	280.84	44.89	201.2	181.82	95.54	88.2	85.62	59.09	186.38	154.72	244.31	179.01	360.88	107.35	271.65	189.43	289.57	152.15	171.69	85.61	166.45	94	319.07	118.59	191.25	198.23	456.92	245.6	427.38	177.28	184.62	343.3	405.02	694.32	522.71	400.67	266.04	759.52	179.92	647.77	401.49	138.63	139.22	660.14	593.92
cds576	147.66	116.06	110.3	66.46	241.3	213.15	142.73	44.69	234.83	177.35	269.22	35.74	195.42	162.92	84.91	65.25	96.29	63.69	174.13	147.77	218.17	206.3	375.73	119.66	282.38	201.12	247.56	163.67	154.15	66.42	155.5	87.68	325.99	116.61	152.34	164.17	411.83	232.04	364.01	169.74	172.08	317.28	394.13	539.36	420.95	406.04	239.19	669.15	216.22	525.01	329.7	148.76	143.75	485.06	514.02
cds577	121.3	77.75	97.91	37.21	226.2	165.48	135.5	27.02	194.63	162.95	195.11	23.39	140.57	120.35	66.43	53.64	57.1	43.02	132.4	114.99	148.61	137.92	246.95	89.11	186.53	123.72	198.89	97.24	97.76	44.84	133.53	59.86	235.23	61.18	129.29	89.46	291.11	159.72	233.14	119.5	117.96	208.09	243.16	383.25	271.41	250.9	150.7	463.19	132.77	341.53	200.44	87.56	81.05	310.35	307.41
cds578	105.13	68.29	108.83	48.81	196.19	177.21	132.3	49.95	180.42	140.42	173.17	18.5	150.18	114.12	65.63	54.85	66.39	48.98	129.56	93.52	153.46	107.66	261.92	79.69	172.02	111.07	169.38	91.24	100.21	46.17	99.05	57.74	217.8	67.32	104.38	99.54	245.4	150.44	223.6	106.53	106.55	187.9	168.36	333.41	218.42	263.34	133.03	430.74	121.25	301.73	201.03	79.62	87.37	274.03	304.53
cds579	32.93	24.9	42.44	12.21	58.72	51.83	20.65	12.67	40.35	44.03	48.1	5	37.36	32.96	14.6	14.46	21.04	23.48	58.2	36.54	88.24	45.16	135.13	31.46	84.03	54.64	80.99	48.9	58.91	30.1	59.56	31.84	114.85	39.71	52.57	58.57	150.89	97.35	135.54	89.16	56.95	105.74	132.09	202.86	143.93	171.26	98.38	311.36	68.34	219.85	138.43	46.78	46.28	232.83	192.05
cds58	184.85	134.21	156.26	68.97	290.44	230.4	200.54	61.34	262.56	244.76	330.5	37.41	226.22	206.88	97.35	90.44	107.24	96.08	208.88	99.75	215.43	137.04	363.63	112.19	281.11	183.39	240.97	132.67	181.61	68.4	143.51	97.36	268.69	111.83	168.06	125.04	356.3	214.25	373.9	145.77	166	204.04	285.85	581.61	424.01	367.77	224.52	703.08	230.48	575.83	326.87	136.52	154.53	589.97	571.5
cds580	31.81	30.12	38.09	8.64	68.8	53.15	41.49	9.73	69.93	53.11	68.05	7	68.51	71.67	27.66	21.18	24.14	9	57.76	53.46	60.98	57.84	115.03	33.17	86.87	62.66	77.98	66.11	52.41	22.26	41.94	31.21	122.7	38.75	58.58	53.41	142.39	72.86	119.95	60.14	52.63	100.87	121.53	193.72	185.2	127.54	65.99	239.1	72.27	211.3	155.8	58.24	52.46	177.1	169.76
cds581	22.65	19.64	21.09	9.09	32.73	13.53	16.87	11	30.15	27.44	29.74	3	28.09	23.49	4.1	5.45	3	0.79	26.71	15.78	44.71	27.06	35.91	17.3	43.06	26.99	28.94	10.09	28.17	8.55	24.47	9.45	51.74	23.35	28.35	32.63	69.6	29.82	53.54	23.25	19.93	42.69	42.91	89.93	49.74	66.86	48.25	103.44	32.42	79.99	65.35	22.28	27.46	93.34	66.6
cds582	10.4	6	18.67	5.5	31.92	5.11	7.38	0.86	15.37	14.16	20.39	3.37	20.65	11.22	4.21	3.71	0.94	4.4	16.83	10.8	16.38	12.42	24.42	11.16	26.17	7.17	13.65	6.97	10.36	5	13.81	6.22	26.11	3.22	8.7	9.63	24.96	12.96	23.08	8.65	11.8	12.36	15.26	29.69	23.66	24.13	9.75	35.28	16.3	37.28	26.22	9.49	6.89	27.05	36.42
cds583	3.4	10.55	4.94	3.5	16.48	7.83	10.68	0	9.77	8.39	9.74	0.27	12.15	3.12	7.92	4.35	3.99	3.5	7.19	6	12.96	5.48	31.26	8.71	18.76	7.64	12.49	11.17	7.5	4	6.51	3	10.52	7.62	7.13	13.2	14.54	13.2	14.01	2	5.23	9	20.5	29.29	23.14	18.78	12.11	29.28	15.01	22.75	9.23	4.35	4.43	35.63	26.58
cds585	1.61	1.21	2	0	2	2.23	1.79	1	3.04	3.56	2	0	3.63	2	1	1	1.17	0	0.5	2	1.88	0.73	5.17	1	1.98	3.5	4.57	0	1.96	0	5	0.9	1.41	0	1.07	1.48	3.34	0	2	3	2	3.42	3	4.13	1	4.5	3.03	1.64	1.72	5.71	3.11	1	0	5.37	5.62
cds586	14.02	9.53	11.48	4	14.39	12.82	16.97	1.79	11.82	13.15	15.45	0	8	9.32	2.27	6	2.5	2.5	6.41	10.47	15.78	7.1	13.85	12	22.3	11.77	16.13	10.42	12	4.5	14.5	7.5	19.05	8.96	4.5	10.36	24.18	11.3	18.99	9.42	10.84	9.99	22.19	36.46	19.22	14.44	15	38.44	13.53	35.44	25.68	8.67	9.98	37.37	43.16
cds587	116.01	89.01	122.97	65.55	229.99	191.15	133.04	43.66	189.09	151.67	166.28	13.97	149.1	147.78	92.79	68.64	73.46	60.45	118.68	97.76	140.63	92.13	198.53	93.45	184.96	104.76	141.95	77.7	99.05	48.79	117.86	49.17	176.25	54.06	108.98	92.67	208.51	120.33	231.87	106.07	101.7	167.61	203.43	322.5	212.96	202.44	113.88	363.72	126.57	312.15	207.06	54.07	90.7	297.73	296.49
cds588	30.79	18.95	30.43	10.08	72.81	41.23	40.91	5.96	39.88	32.86	55.48	1	21.82	23.36	18.85	10.79	22.86	11.42	32.32	28.32	44.65	24.68	55.19	18.82	44.21	24.69	25.2	18.63	22.92	8.97	15.23	10.3	43.49	14.14	23.5	16.82	43.96	26.81	46.83	19.76	20.44	39.41	45.41	69.16	45.23	38.62	23.34	74.51	31.72	51.09	57.7	9.19	10.49	64.25	84.37
cds589	189.99	113.18	187.89	64.05	382.93	252.62	227.55	77.47	288.65	262.81	311.23	31.87	210.86	204.63	106.1	87.76	92.39	76.31	186.03	142.17	248.25	138.36	343.4	123.64	228.29	159.02	213.63	128.27	140.91	65.5	117.61	89.8	236	91.25	122.22	143.91	309.67	211.99	295.96	171.19	153.35	296.64	284.5	530.22	361.71	272.56	188.87	516.52	248.64	444.98	356.48	157.26	147.47	435.99	426.05
cds59	186.89	184.73	197.63	84.38	316.95	233.87	221.32	58.15	347.31	244.81	346.23	29.47	289.45	251.38	111.45	77.29	125.72	75.88	230.29	136.63	244.19	159.29	388.17	114.04	315.79	228.45	308.85	176.28	211.04	93.67	171.26	95.51	356.78	140.53	175.17	184.64	400.9	235.2	392	170.92	166.38	304.39	329	610.09	409.62	380.11	225.26	706.14	255.31	607.77	366.38	134.08	150.13	542.38	563.85
cds590	778.68	637.93	666.76	370.24	1036.71	910.22	877.08	345.21	1332.41	1067.23	1485.08	152.18	1065.59	894.41	397.52	349.01	472.81	298.68	780.36	475.77	1026.52	573.49	1584.56	427.03	1149.3	774.91	1228.5	579.13	864.54	369.39	795.64	447.63	1295.36	507.77	768.27	713.15	2192.25	1027.98	1549.22	691.57	675.94	1052.42	1373.44	2679.37	1826.71	1948.1	1093.68	3538.43	870.28	2540.91	1297.51	561.17	599.22	2648.17	2469.8
cds591	270.95	211.45	240.64	112.72	412.88	277.37	288.93	88.26	261.57	222.81	313.27	23.68	254.99	175.48	93.98	87.96	159.55	99.9	230.02	165.19	258.97	262.78	406.73	164.65	412.03	213.71	224.1	153.82	156.41	62.07	152.78	83.23	291.97	100.89	164.41	154.66	385.73	233.2	370.7	134.27	141.29	248.81	304.84	546.7	390.67	298.6	208.45	624.31	157.38	440.06	243.14	115.35	130.42	449.4	412.13
cds592	1281.93	994.46	1407.59	683.57	2513.59	1858.3	1585.88	515.89	2143.34	1869.37	2598.21	242.6	1828.51	1668.3	1118.01	981	978.41	641.88	1710.53	1271.99	2272.57	1544.89	3363.73	1014.72	2240.46	1509.16	2216.6	1308.39	1923.65	788.14	1747.88	1015.83	3078.46	1135.36	1577.77	1379.4	3615.48	1843.07	2816.33	1488.76	1417.4	2496.06	3022.48	4920.55	3765.5	3177.41	1843.51	5753.67	1898.03	4672.54	3026.8	1264.17	1370.14	4899.98	4872.46
cds593	5.53	1.87	6.73	2.6	6.62	12.47	3.55	4	6	5	7.61	1	13.02	3.68	6	1.98	2	0	6.99	3.5	6	6.17	9.72	0	12	3	12.88	2.11	4.93	3	5.02	0.93	6	2	6.83	2	15.49	7.93	10.67	2	5	1.32	3.94	16.42	18.6	10.19	6	27.9	3.87	14.18	6.16	3.38	4.7	33.48	22.58
cds594	2.75	0	0	0.25	0.7	1	1	0	2	1	1	0	0.34	2.12	1	0.24	1	1	0.51	0	1	0	0.81	0	1.69	0	4	0	0.6	0	2	0	0	0	0	0	4.8	0.04	1.72	0	0	0	0	5.57	2.45	3.32	1	4.65	1	3.65	2.09	0.88	0.16	4.84	6.3
cds595	0.21	0	0	0	1	0	3.57	0	1.98	2.48	0	0	2	6.75	0	0.71	0	0	0	0	1.77	0.93	0	0	1.13	0.97	1	0.99	1.2	0	2.5	1.01	1	0	2	1	1.15	1	2.02	1	0	0	0.5	4.56	7.3	2.1	1	4.08	1.47	4.01	3.14	0.76	1	7.2	11.32
cds596	1.55	1	0.85	1	2	0.51	0.21	0	0.88	1.26	3	0	1	4	0	2	0.38	0	0.5	0	0.11	1.55	2.35	0	1.49	0	6.49	0	1.5	0	0	1.71	1	2	0	0	0	3.5	4.06	0	0.32	2.59	1.61	5.98	2.61	1.2	0.87	2.79	2.22	1.64	1	0.12	0	8.47	8.6
cds597	9.73	6.1	15.79	2.41	26.48	13.41	13.06	1.36	18.71	20.45	8.37	2	12.05	9.38	3.89	3.56	5.93	3	16.48	9.77	13.14	18.29	18.15	9.19	26.11	11.69	11.63	10.5	5.7	2.7	9.31	6.26	13.46	8.06	9.05	8.74	23.46	16.22	25.81	10.3	10.98	16.48	19.32	34.03	29.74	17.68	8.93	30.09	17.67	38.41	16.99	13.5	7	45.55	30.52
cds598	2.69	9.37	7.07	1	9.5	7.77	8.44	5.61	11.66	8.22	12.67	0	6.03	6.97	3.21	1.25	1.06	2.35	9.36	2.66	4.38	0.81	18.84	5.53	13.82	8.38	7.85	10.48	1.32	0.3	5.51	3.24	9.98	2.93	7.25	7.94	10.07	6.54	9.11	3.69	1.32	3.1	9.97	21.63	14.51	4.62	9.17	16.47	5.75	19.98	7.46	4.55	3.38	18.71	20.81
cds599	2.28	1.59	4.49	0	3.87	0.24	3.66	0	4.54	3.58	6.86	0	3.37	6.97	1.41	1.89	0.46	0.64	1.62	2.15	3.68	0.48	4.93	1.76	1.67	2.36	2.95	1.49	2.41	1	2.01	0.58	7.57	1.1	1.07	2.79	5.93	3.91	4.01	4.36	1.97	1.01	3.17	12.81	4.97	4.04	3.17	10.2	2.72	6.29	3.6	3.46	1.59	10.5	8.57
cds6	61.57	72.17	65.14	18.28	117.67	64.25	109.69	39.61	96.3	89.85	112.57	9.79	90.78	70.55	31.43	35.54	30.84	30.46	89.66	61.98	107.21	84.89	133.56	55.78	111.41	59.58	81.29	63.16	61.28	21.76	49.36	31.72	132.18	52.57	61.67	60.57	147.13	91.06	135.14	74.45	61.48	121.26	102.92	145.5	150.49	146.42	74.56	214.54	77.93	192.03	149.27	53	49.35	146.34	152.25
cds60	235.78	200.32	270.99	100.61	473.99	294.45	281.23	85.73	436.35	327.33	406.79	29.23	291.74	339.95	147.84	111.93	153.75	101.9	323.06	233.56	312.66	275.21	506.37	142.77	366.45	245.2	385.8	196.16	267.18	106.71	221.58	123.55	461.81	156.81	236.18	229.81	581.97	378.52	621.14	324.29	316.29	583.61	457.94	915.08	613.51	603.64	352.62	1046.98	420.31	889.74	656.54	266.31	266.83	827.73	828.62
